customerID,SeniorCitizen,Tenure,Contract,InternetService,TechSupport,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,LatePayments,Churn
C001519,0,19,Month-to-month,DSL,No,Yes,Electronic check,62.62,1253.53,1,0,No
C001520,0,1,Month-to-month,No internet,No,Yes,Bank transfer,44.6,41.55,1,0,Yes
C001521,0,12,Month-to-month,DSL,No,Yes,Bank transfer,103.92,1281.91,3,2,Yes
C001522,1,55,Month-to-month,DSL,Yes,Yes,Credit card,74.25,3850.18,3,1,No
C001523,0,19,Two year,Fiber optic,No,No,Electronic check,81.54,1507.41,0,0,Yes
C001524,0,26,One year,DSL,No,No,Bank transfer,102.57,2699.25,0,0,No
C001525,0,41,Two year,No internet,No,No,Electronic check,42.96,1892.86,1,0,No
C001526,0,59,Month-to-month,DSL,Yes,Yes,Electronic check,88.56,5384.22,3,0,No
C001527,0,26,Month-to-month,DSL,No,No,Bank transfer,71.45,1934.2,1,0,No
C001528,0,10,One year,Fiber optic,No,Yes,Mailed check,72.39,705.15,1,0,No
C001529,0,72,One year,No internet,No,Yes,Credit card,28.38,2031.55,5,2,No
C001530,0,5,Month-to-month,No internet,Yes,No,Electronic check,45.64,237.21,1,0,Yes
C001531,0,28,Month-to-month,DSL,No,Yes,Electronic check,65.44,1855.22,3,0,No
C001532,0,43,One year,Fiber optic,Yes,Yes,Credit card,64.2,2794.69,1,0,No
C001533,0,20,One year,Fiber optic,No,No,Credit card,102.81,2110.69,1,1,Yes
C001534,0,30,Month-to-month,Fiber optic,No,No,Electronic check,56.18,1855.52,1,0,No
C001535,0,16,Month-to-month,DSL,No,No,Electronic check,71.3,1236.65,0,3,Yes
C001536,0,31,Two year,No internet,Yes,Yes,Mailed check,57.83,1949.08,1,2,No
C001537,0,25,Month-to-month,Fiber optic,No,Yes,Electronic check,33.77,866.36,2,1,No
C001538,0,19,One year,DSL,Yes,Yes,Mailed check,56.96,1036.42,2,2,No
C001539,0,27,Month-to-month,DSL,No,No,Credit card,67.79,1709.53,0,1,No
C001540,0,11,Month-to-month,DSL,No,Yes,Bank transfer,107.48,1196.52,2,2,Yes
C001541,1,59,Month-to-month,No internet,Yes,Yes,Electronic check,95.47,5321.92,0,1,No
C001542,0,38,Month-to-month,Fiber optic,No,No,Electronic check,52.37,1768.33,3,2,No
C001543,0,20,Month-to-month,Fiber optic,No,Yes,Electronic check,43.65,860.37,2,1,Yes
C001544,1,14,Month-to-month,No internet,Yes,No,Bank transfer,64.79,1029.76,0,1,No
C001545,0,20,Month-to-month,Fiber optic,No,Yes,Electronic check,51.71,1038.78,0,0,No
C001546,0,10,Month-to-month,No internet,No,No,Credit card,125.06,1266.15,2,0,No
C001547,1,23,Month-to-month,DSL,No,Yes,Electronic check,85.96,1976.91,2,1,Yes
C001548,0,17,Two year,DSL,No,Yes,Mailed check,64.22,1106.21,1,1,No
C001549,0,8,Month-to-month,DSL,No,Yes,Bank transfer,52.51,388.68,2,0,No
C001550,0,11,Month-to-month,Fiber optic,No,No,Credit card,39.63,444.47,0,0,No
C001551,0,10,Two year,Fiber optic,No,Yes,Bank transfer,63.29,665.17,1,2,No
C001552,1,27,Month-to-month,No internet,Yes,No,Credit card,18.0,495.45,3,2,No
C001553,0,27,Month-to-month,Fiber optic,No,Yes,Mailed check,56.19,1549.73,1,0,No
C001554,0,41,Month-to-month,Fiber optic,No,No,Electronic check,54.5,,2,0,No
C001555,0,4,Month-to-month,Fiber optic,No,No,Mailed check,102.45,429.01,4,0,No
C001556,1,23,Month-to-month,Fiber optic,No,No,Bank transfer,23.12,498.25,0,1,Yes
C001557,0,24,Two year,Fiber optic,Yes,Yes,Mailed check,87.49,1862.8,1,0,No
C001558,0,17,Two year,Fiber optic,Yes,No,Credit card,57.41,951.69,2,1,No
C001559,0,10,Month-to-month,Fiber optic,No,Yes,Mailed check,84.43,846.57,0,2,Yes
C001560,0,17,Month-to-month,No internet,Yes,No,Mailed check,47.72,843.84,2,0,No
C001561,1,35,Two year,No internet,Yes,No,Mailed check,75.51,2537.17,0,0,No
C001562,0,46,Month-to-month,Fiber optic,No,Yes,Mailed check,85.94,4009.15,1,0,No
C001563,0,52,One year,DSL,No,Yes,Electronic check,127.41,6635.12,2,1,Yes
C001564,0,20,Two year,No internet,No,Yes,Electronic check,46.19,966.96,0,0,No
C001565,0,50,One year,Fiber optic,No,Yes,Bank transfer,62.58,3055.18,1,2,No
C001566,0,34,Two year,No internet,No,Yes,Bank transfer,63.17,2235.55,1,0,No
C001567,0,19,Month-to-month,Fiber optic,No,Yes,Mailed check,51.44,1024.07,1,0,No
C001568,0,12,Two year,Fiber optic,Yes,Yes,Bank transfer,63.43,751.73,2,1,No
C001569,0,21,Month-to-month,No internet,Yes,Yes,Mailed check,66.38,1386.97,0,0,No
C001570,1,51,Month-to-month,Fiber optic,No,Yes,Mailed check,57.49,2863.72,3,0,No
C001571,0,6,Month-to-month,Fiber optic,No,Yes,Electronic check,24.14,139.32,0,0,No
C001572,0,36,Month-to-month,No internet,No,No,Credit card,72.11,2508.8,1,1,Yes
C001573,0,50,One year,Fiber optic,No,No,Credit card,30.64,1440.22,1,0,No
C001574,0,43,Two year,No internet,No,Yes,Bank transfer,63.63,2862.23,0,0,No
C001575,0,14,Month-to-month,Fiber optic,Yes,No,Electronic check,90.12,1296.46,1,0,No
C001576,0,20,Month-to-month,Fiber optic,No,Yes,Bank transfer,34.88,694.94,2,4,No
C001577,1,25,Month-to-month,Fiber optic,No,Yes,Mailed check,62.56,1579.39,1,0,Yes
C001578,0,22,Month-to-month,Fiber optic,Yes,Yes,Credit card,70.52,1560.34,3,1,No
C001579,0,25,Two year,Fiber optic,No,Yes,Electronic check,64.63,1764.12,1,0,No
C001580,0,12,Two year,Fiber optic,Yes,Yes,Credit card,54.46,689.66,1,0,No
C001581,0,33,Two year,Fiber optic,No,Yes,Mailed check,66.16,2148.35,1,0,No
C001582,0,30,One year,No internet,No,No,Credit card,82.17,,1,0,No
C001583,0,58,One year,Fiber optic,No,No,Bank transfer,41.37,2175.49,0,0,No
C001584,0,20,Month-to-month,No internet,Yes,No,Electronic check,61.74,1203.13,3,0,No
C001585,0,33,Month-to-month,Fiber optic,No,Yes,Bank transfer,83.05,2625.44,0,1,No
C001586,0,21,Month-to-month,No internet,Yes,Yes,Mailed check,51.39,1103.14,2,1,Yes
C001587,0,9,Two year,DSL,No,Yes,Electronic check,36.83,321.81,0,1,No
C001588,0,40,Month-to-month,DSL,Yes,No,Electronic check,84.26,,1,1,No
C001589,0,21,Month-to-month,Fiber optic,No,Yes,Mailed check,82.56,1664.72,4,0,No
C001590,0,36,Month-to-month,DSL,No,Yes,Bank transfer,88.91,2940.34,2,2,No
C001591,0,18,Month-to-month,No internet,No,No,Mailed check,65.52,1091.18,0,2,No
C001592,0,4,One year,Fiber optic,No,Yes,Electronic check,50.21,189.83,2,1,No
C001593,0,11,Month-to-month,Fiber optic,No,Yes,Electronic check,102.45,1154.33,0,1,Yes
C001594,1,45,Month-to-month,DSL,No,Yes,Bank transfer,95.81,4389.24,1,0,Yes
C001595,0,22,Two year,Fiber optic,Yes,Yes,Mailed check,85.15,1960.49,2,1,No
C001596,0,17,Two year,No internet,No,Yes,Bank transfer,53.9,1008.66,1,0,No
C001597,0,12,One year,No internet,Yes,Yes,Mailed check,68.71,870.6,0,0,No
C001598,0,15,One year,Fiber optic,No,Yes,Electronic check,44.67,600.16,0,2,Yes
C001599,0,3,Month-to-month,Fiber optic,No,Yes,Credit card,40.67,117.83,0,1,Yes
C001600,0,20,Two year,Fiber optic,Yes,No,Electronic check,68.1,1486.37,0,2,No
C001601,0,8,One year,DSL,Yes,Yes,Electronic check,73.62,595.89,5,1,No
C001602,0,36,Month-to-month,Fiber optic,No,Yes,Mailed check,79.39,2928.18,1,1,No
C001603,0,29,Month-to-month,No internet,No,No,Mailed check,68.4,2013.35,1,0,Yes
C001604,0,7,Month-to-month,No internet,Yes,Yes,Electronic check,115.17,742.74,3,2,Yes
C001605,0,13,Month-to-month,DSL,No,Yes,Credit card,42.36,565.27,0,1,No
C001606,0,21,Month-to-month,Fiber optic,Yes,No,Electronic check,97.56,2035.16,0,0,No
C001607,1,54,Month-to-month,No internet,Yes,Yes,Electronic check,56.22,2865.91,2,0,No
C001608,0,11,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,88.51,996.9,1,2,No
C001609,0,18,Month-to-month,No internet,Yes,Yes,Electronic check,43.86,870.48,2,0,No
C001610,0,6,Month-to-month,Fiber optic,No,No,Electronic check,118.98,707.58,2,1,Yes
C001611,0,15,Month-to-month,No internet,No,No,Mailed check,100.64,1399.2,0,2,No
C001612,0,19,Month-to-month,DSL,Yes,No,Electronic check,27.5,519.65,0,3,No
C001613,0,33,Month-to-month,No internet,No,Yes,Bank transfer,97.57,3055.7,2,0,No
C001614,1,11,One year,No internet,Yes,No,Electronic check,70.57,667.39,2,0,No
C001615,0,7,Month-to-month,DSL,Yes,No,Bank transfer,88.02,599.44,0,0,No
C001616,0,33,Month-to-month,Fiber optic,No,Yes,Electronic check,66.21,2237.19,2,0,No
C001617,0,38,One year,DSL,No,Yes,Bank transfer,63.01,2263.97,2,0,No
C001618,0,20,Month-to-month,Fiber optic,No,No,Credit card,33.01,657.32,1,2,No
C001619,0,21,Month-to-month,Fiber optic,No,Yes,Credit card,55.02,1147.53,3,2,Yes
C001620,0,24,One year,Fiber optic,No,Yes,Credit card,65.77,1537.82,1,2,No
C001621,1,9,One year,No internet,Yes,Yes,Mailed check,26.05,229.18,0,1,No
C001622,0,14,Two year,DSL,No,Yes,Electronic check,42.63,586.15,0,1,No
C001623,0,23,Two year,DSL,Yes,No,Mailed check,66.61,1508.45,1,0,No
C001624,1,18,One year,No internet,No,Yes,Credit card,77.2,1379.59,1,3,No
C001625,0,15,One year,DSL,Yes,Yes,Electronic check,55.5,858.04,1,2,No
C001626,0,26,Month-to-month,DSL,No,No,Bank transfer,100.2,2531.96,0,1,Yes
C001627,0,9,One year,DSL,No,Yes,Electronic check,54.07,463.26,1,3,Yes
C001628,0,33,Month-to-month,Fiber optic,No,No,Credit card,81.45,2766.86,0,1,Yes
C001629,0,26,Month-to-month,Fiber optic,Yes,No,Mailed check,98.18,2453.83,0,0,No
C001630,0,8,Month-to-month,No internet,No,No,Electronic check,47.64,428.94,1,0,No
C001631,0,31,Month-to-month,Fiber optic,No,No,Electronic check,94.45,2886.9,2,0,Yes
C001632,1,24,Month-to-month,No internet,Yes,Yes,Mailed check,63.33,1697.13,2,0,Yes
C001633,0,16,One year,Fiber optic,No,No,Credit card,46.2,750.68,1,1,No
C001634,1,55,One year,No internet,Yes,Yes,Mailed check,105.5,5910.58,0,0,No
C001635,0,19,One year,DSL,No,No,Bank transfer,106.3,2127.36,1,1,No
C001636,0,58,Month-to-month,Fiber optic,No,No,Mailed check,59.32,3528.58,2,0,No
C001637,0,11,One year,Fiber optic,Yes,Yes,Electronic check,92.68,1012.43,1,1,No
C001638,0,5,Two year,Fiber optic,Yes,Yes,Bank transfer,90.71,444.77,3,0,No
C001639,0,33,Month-to-month,Fiber optic,Yes,No,Bank transfer,66.36,2073.65,0,1,Yes
C001640,0,14,Month-to-month,No internet,No,Yes,Bank transfer,119.9,1585.95,2,1,Yes
C001641,0,7,Month-to-month,DSL,No,No,Electronic check,64.15,471.61,2,2,No
C001642,0,35,Month-to-month,DSL,No,No,Electronic check,51.08,1536.09,3,0,No
C001643,0,52,Month-to-month,Fiber optic,Yes,Yes,Electronic check,67.72,3875.97,1,1,Yes
C001644,0,20,Month-to-month,Fiber optic,Yes,Yes,Electronic check,64.42,1359.29,0,0,No
C001645,0,32,Month-to-month,DSL,No,Yes,Electronic check,56.56,1777.82,1,1,Yes
C001646,0,25,One year,DSL,No,Yes,Electronic check,60.28,1660.28,1,1,No
C001647,0,48,Month-to-month,DSL,No,Yes,Mailed check,34.79,1853.64,2,0,No
C001648,0,50,One year,DSL,No,Yes,Credit card,81.87,4361.63,2,1,No
C001649,1,26,Month-to-month,DSL,Yes,No,Bank transfer,34.28,765.56,0,1,No
C001650,0,26,One year,DSL,No,Yes,Mailed check,93.81,2153.16,1,2,No
C001651,0,32,One year,DSL,No,No,Bank transfer,84.02,2790.84,2,0,No
C001652,0,13,One year,DSL,Yes,No,Mailed check,57.75,698.13,0,1,No
C001653,0,37,Month-to-month,DSL,No,Yes,Electronic check,57.87,2190.73,1,0,No
C001654,0,27,Two year,DSL,No,Yes,Bank transfer,51.36,1352.3,2,1,No
C001655,0,30,One year,DSL,No,Yes,Bank transfer,67.35,2065.06,3,1,Yes
C001656,0,27,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,109.67,2901.95,1,1,No
C001657,0,16,Month-to-month,No internet,Yes,Yes,Credit card,75.22,1202.51,1,0,No
C001658,0,4,Month-to-month,No internet,Yes,Yes,Credit card,56.98,205.03,2,0,Yes
C001659,0,35,Month-to-month,Fiber optic,Yes,Yes,Credit card,109.74,3825.35,2,2,No
C001660,0,23,Month-to-month,DSL,No,Yes,Electronic check,57.66,1255.26,0,1,No
C001661,0,31,Month-to-month,DSL,Yes,Yes,Credit card,58.79,1930.71,2,2,No
C001662,0,21,Month-to-month,Fiber optic,No,No,Bank transfer,119.24,2400.38,0,1,Yes
C001663,0,6,One year,Fiber optic,Yes,No,Bank transfer,83.59,513.76,1,2,No
C001664,0,17,Month-to-month,Fiber optic,No,Yes,Bank transfer,96.38,1690.87,2,0,No
C001665,0,7,Month-to-month,Fiber optic,Yes,No,Electronic check,82.44,570.7,3,1,Yes
C001666,0,30,Month-to-month,Fiber optic,No,Yes,Electronic check,80.41,2289.2,1,0,Yes
C001667,0,49,Month-to-month,No internet,No,Yes,Credit card,83.96,4137.29,1,0,No
C001668,0,68,Month-to-month,DSL,Yes,Yes,Bank transfer,85.93,5781.98,0,0,No
C001669,0,13,Two year,DSL,Yes,No,Credit card,120.88,1638.54,2,0,No
C001670,0,30,Month-to-month,DSL,Yes,No,Electronic check,39.19,1108.36,1,1,No
C001671,0,19,Month-to-month,Fiber optic,Yes,No,Bank transfer,18.0,317.58,2,0,No
C001672,0,2,Month-to-month,Fiber optic,No,No,Bank transfer,60.67,125.92,1,1,No
C001673,0,40,Month-to-month,DSL,No,No,Electronic check,31.58,1277.32,1,0,No
C001674,0,22,Two year,DSL,No,Yes,Bank transfer,71.24,1671.07,1,0,No
C001675,0,5,Two year,Fiber optic,Yes,Yes,Mailed check,38.61,207.75,1,0,No
C001676,0,34,Month-to-month,DSL,No,Yes,Mailed check,68.33,2062.63,1,0,No
C001677,0,46,Month-to-month,DSL,No,Yes,Electronic check,94.13,4378.91,0,1,Yes
C001678,0,18,Month-to-month,Fiber optic,No,Yes,Bank transfer,55.05,996.18,2,0,No
C001679,0,8,Month-to-month,No internet,No,No,Bank transfer,49.51,396.41,3,1,Yes
C001680,0,21,One year,Fiber optic,Yes,No,Credit card,86.56,1910.85,1,2,No
C001681,1,37,One year,Fiber optic,Yes,Yes,Credit card,49.18,2019.96,1,7,No
C001682,1,14,One year,Fiber optic,Yes,No,Credit card,65.46,903.12,2,1,Yes
C001683,0,35,One year,Fiber optic,Yes,Yes,Credit card,63.95,2212.34,1,0,No
C001684,1,29,Month-to-month,DSL,Yes,No,Bank transfer,36.28,1088.47,2,0,No
C001685,1,28,Month-to-month,DSL,No,Yes,Electronic check,90.24,2628.11,1,1,Yes
C001686,0,14,Month-to-month,Fiber optic,Yes,No,Mailed check,40.99,567.4,0,0,No
C001687,0,9,One year,Fiber optic,No,Yes,Electronic check,89.23,840.58,0,1,No
C001688,0,10,Month-to-month,DSL,Yes,No,Bank transfer,76.53,823.41,2,1,No
C001689,0,3,Month-to-month,No internet,No,Yes,Electronic check,41.46,120.01,2,0,Yes
C001690,0,40,Two year,No internet,No,No,Mailed check,58.87,2519.28,1,0,No
C001691,1,47,Month-to-month,DSL,Yes,No,Bank transfer,88.19,3938.21,1,1,No
C001692,0,12,Month-to-month,Fiber optic,Yes,Yes,Electronic check,60.45,776.92,0,0,Yes
C001693,0,17,Month-to-month,Fiber optic,No,Yes,Credit card,120.75,1936.03,2,0,Yes
C001694,0,51,Two year,DSL,Yes,Yes,Electronic check,43.31,2088.82,2,3,No
C001695,0,26,Month-to-month,Fiber optic,Yes,Yes,Mailed check,96.29,2290.84,0,1,No
C001696,0,18,Month-to-month,DSL,Yes,No,Electronic check,27.22,478.6,3,1,No
C001697,0,18,Month-to-month,No internet,Yes,Yes,Electronic check,61.07,1090.65,1,0,No
C001698,0,43,One year,DSL,No,Yes,Mailed check,91.53,3881.53,0,1,No
C001699,0,34,Month-to-month,No internet,No,Yes,Electronic check,20.94,692.64,1,0,Yes
C001700,0,40,Two year,DSL,No,Yes,Electronic check,73.83,,0,0,No
C001701,0,58,Month-to-month,DSL,Yes,Yes,Credit card,40.44,2263.83,2,0,No
C001702,0,51,One year,DSL,No,Yes,Electronic check,34.99,1733.76,0,3,No
C001703,0,9,Month-to-month,No internet,No,No,Credit card,49.36,445.23,0,2,No
C001704,0,11,Two year,No internet,Yes,No,Bank transfer,53.8,568.71,4,1,No
C001705,0,17,Month-to-month,DSL,Yes,Yes,Mailed check,55.1,939.44,1,0,No
C001706,0,24,One year,Fiber optic,No,No,Electronic check,52.54,1173.16,5,1,Yes
C001707,0,31,Two year,Fiber optic,No,Yes,Credit card,46.14,1309.21,0,1,No
C001708,1,49,Month-to-month,Fiber optic,Yes,Yes,Electronic check,18.0,915.95,0,1,No
C001709,0,19,Month-to-month,DSL,No,Yes,Credit card,99.76,1794.7,0,0,No
C001710,0,31,One year,No internet,Yes,No,Mailed check,118.34,3665.2,1,2,No
C001711,0,42,Month-to-month,DSL,No,Yes,Mailed check,78.08,3064.57,0,0,No
C001712,0,36,Month-to-month,No internet,Yes,No,Electronic check,60.11,1959.24,3,0,No
C001713,0,1,One year,DSL,No,No,Mailed check,42.97,39.24,2,1,No
C001714,0,11,Month-to-month,Fiber optic,No,Yes,Electronic check,73.73,763.36,1,1,Yes
C001715,0,11,Month-to-month,Fiber optic,No,Yes,Bank transfer,73.81,867.88,1,3,Yes
C001716,0,56,Month-to-month,Fiber optic,No,Yes,Bank transfer,45.0,2396.79,1,3,No
C001717,0,27,Month-to-month,Fiber optic,No,No,Electronic check,62.61,1701.33,1,1,Yes
C001718,1,37,Month-to-month,Fiber optic,No,Yes,Mailed check,85.07,3052.43,2,0,Yes
C001719,0,28,Month-to-month,DSL,No,No,Electronic check,74.08,2072.24,0,1,No
C001720,0,26,Month-to-month,DSL,No,Yes,Bank transfer,65.65,1572.75,2,2,No
C001721,0,5,Month-to-month,No internet,No,Yes,Electronic check,69.96,369.51,0,1,No
C001722,0,9,Month-to-month,DSL,No,No,Electronic check,49.17,444.5,1,0,No
C001723,0,26,One year,Fiber optic,Yes,Yes,Electronic check,65.52,1645.05,3,2,No
C001724,0,72,Month-to-month,DSL,Yes,No,Credit card,68.7,5143.03,3,1,No
C001725,1,15,Month-to-month,Fiber optic,No,Yes,Credit card,48.83,660.92,1,0,Yes
C001726,0,25,Month-to-month,No internet,No,Yes,Mailed check,63.99,1520.24,1,2,No
C001727,0,8,Month-to-month,Fiber optic,No,No,Credit card,89.07,721.81,1,1,Yes
C001728,0,13,Month-to-month,DSL,No,Yes,Mailed check,92.23,1300.88,1,1,Yes
C001729,0,11,Month-to-month,DSL,No,Yes,Electronic check,18.0,190.67,0,1,No
C001730,0,66,Month-to-month,DSL,Yes,Yes,Credit card,31.88,2312.81,2,0,No
C001731,0,8,One year,DSL,Yes,No,Electronic check,91.22,775.24,0,1,No
C001732,0,24,Two year,DSL,Yes,No,Credit card,77.23,1743.82,1,1,No
C001733,0,16,Two year,DSL,No,Yes,Credit card,77.59,1270.42,3,0,Yes
C001734,0,72,Month-to-month,No internet,No,No,Electronic check,32.84,2505.67,3,1,No
C001735,0,22,Month-to-month,DSL,No,No,Credit card,68.57,1412.54,0,3,No
C001736,0,39,Month-to-month,Fiber optic,Yes,Yes,Credit card,81.05,3416.25,0,3,Yes
C001737,1,64,Month-to-month,DSL,Yes,Yes,Electronic check,77.32,4464.26,2,0,No
C001738,1,35,Two year,DSL,Yes,Yes,Mailed check,49.18,1849.84,2,0,No
C001739,0,15,Month-to-month,No internet,Yes,Yes,Electronic check,52.83,840.81,1,0,No
C001740,0,22,Month-to-month,DSL,Yes,Yes,Mailed check,74.42,1787.29,2,1,No
C001741,0,13,One year,DSL,No,Yes,Mailed check,71.32,967.62,1,0,No
C001742,0,20,One year,No internet,Yes,Yes,Mailed check,98.5,1990.21,3,0,No
C001743,0,38,Month-to-month,DSL,No,Yes,Electronic check,18.0,616.15,1,2,No
C001744,0,13,Two year,DSL,No,Yes,Electronic check,52.34,747.21,4,0,No
C001745,0,27,Month-to-month,No internet,No,Yes,Electronic check,97.02,2705.15,0,1,Yes
C001746,1,65,One year,DSL,Yes,Yes,Bank transfer,38.86,2637.23,1,2,No
C001747,0,29,Month-to-month,No internet,Yes,No,Bank transfer,69.43,1934.13,0,1,No
C001748,0,45,Two year,DSL,Yes,No,Bank transfer,101.84,3955.49,0,1,No
C001749,0,40,Month-to-month,Fiber optic,No,No,Bank transfer,42.14,1724.76,1,1,Yes
C001750,1,9,Month-to-month,DSL,Yes,No,Credit card,74.91,635.26,3,0,Yes
C001751,0,2,Two year,DSL,No,No,Bank transfer,113.67,225.68,0,0,No
C001752,1,18,Two year,No internet,Yes,Yes,Electronic check,35.71,660.55,1,1,No
C001753,0,38,Two year,No internet,No,No,Electronic check,18.35,640.15,0,1,No
C001754,0,10,Two year,DSL,Yes,Yes,Bank transfer,92.57,945.34,2,2,Yes
C001755,0,27,Month-to-month,Fiber optic,No,Yes,Bank transfer,54.91,1407.94,0,0,Yes
C001756,1,27,Month-to-month,DSL,Yes,Yes,Electronic check,65.54,1700.23,2,1,No
C001757,1,22,Month-to-month,DSL,No,No,Mailed check,68.51,1566.43,1,0,No
C001758,0,20,Month-to-month,DSL,Yes,Yes,Credit card,96.96,1760.86,1,2,Yes
C001759,0,7,Two year,Fiber optic,Yes,No,Bank transfer,59.69,401.39,0,0,No
C001760,1,33,Month-to-month,Fiber optic,Yes,No,Electronic check,91.02,2943.84,2,2,No
C001761,0,19,Month-to-month,Fiber optic,Yes,No,Credit card,85.44,1711.28,3,0,Yes
C001762,0,7,Month-to-month,Fiber optic,No,Yes,Mailed check,66.53,460.71,1,0,No
C001763,0,4,Month-to-month,Fiber optic,No,Yes,Electronic check,92.49,382.37,0,0,Yes
C001764,0,33,Month-to-month,DSL,No,No,Electronic check,74.17,2274.58,1,1,No
C001765,0,25,Month-to-month,DSL,No,Yes,Credit card,64.46,1459.38,3,2,No
C001766,1,57,Two year,Fiber optic,No,No,Electronic check,130.0,,1,1,No
C001767,0,6,One year,No internet,No,No,Credit card,18.0,117.31,1,1,No
C001768,0,23,Month-to-month,Fiber optic,Yes,Yes,Electronic check,38.47,906.51,1,0,No
C001769,0,12,Two year,Fiber optic,No,Yes,Mailed check,41.72,484.82,2,0,No
C001770,0,34,One year,No internet,Yes,No,Electronic check,56.36,1833.62,1,1,No
C001771,0,26,Month-to-month,No internet,Yes,No,Electronic check,70.91,1978.59,3,0,No
C001772,0,29,Two year,Fiber optic,Yes,Yes,Electronic check,61.2,1830.4,1,0,No
C001773,0,60,Two year,Fiber optic,Yes,No,Mailed check,122.19,6667.04,3,0,No
C001774,0,30,One year,DSL,No,Yes,Bank transfer,54.03,1423.16,0,1,No
C001775,1,12,Month-to-month,Fiber optic,Yes,Yes,Mailed check,40.11,533.34,2,2,Yes
C001776,0,16,Two year,Fiber optic,Yes,Yes,Electronic check,67.03,1076.08,1,2,No
C001777,0,36,Two year,Fiber optic,No,No,Credit card,55.96,2004.4,0,1,No
C001778,0,25,Month-to-month,DSL,No,Yes,Credit card,54.63,1386.69,0,1,No
C001779,0,32,Month-to-month,No internet,Yes,Yes,Mailed check,89.18,2822.19,1,0,No
C001780,0,10,Two year,DSL,Yes,Yes,Mailed check,74.27,731.81,1,1,No
C001781,1,10,One year,Fiber optic,Yes,No,Electronic check,94.16,932.47,2,1,Yes
C001782,1,23,Month-to-month,No internet,Yes,No,Electronic check,40.45,815.22,1,1,No
C001783,0,61,One year,DSL,Yes,Yes,Mailed check,81.48,4842.94,2,1,No
C001784,0,28,Month-to-month,No internet,No,No,Electronic check,66.9,1810.02,1,3,No
C001785,0,16,Two year,Fiber optic,No,Yes,Credit card,51.3,867.63,1,1,No
C001786,0,47,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,27.93,1380.75,0,0,No
C001787,0,12,Month-to-month,DSL,No,No,Electronic check,64.51,752.07,1,0,No
C001788,1,41,Month-to-month,DSL,Yes,Yes,Bank transfer,37.99,1536.36,3,0,No
C001789,0,36,Month-to-month,DSL,No,Yes,Electronic check,84.11,3023.87,0,0,No
C001790,1,31,Two year,Fiber optic,No,Yes,Credit card,77.65,2672.27,3,3,No
C001791,0,17,Month-to-month,Fiber optic,Yes,Yes,Mailed check,78.2,1405.22,0,0,Yes
C001792,0,26,Month-to-month,Fiber optic,No,Yes,Bank transfer,130.0,3225.62,0,1,Yes
C001793,0,5,Two year,Fiber optic,Yes,Yes,Electronic check,97.56,526.54,2,0,No
C001794,0,26,Month-to-month,DSL,No,Yes,Mailed check,18.0,439.39,3,0,No
C001795,0,34,Month-to-month,DSL,No,Yes,Bank transfer,80.97,2920.21,0,1,No
C001796,0,40,Two year,Fiber optic,No,No,Mailed check,71.57,2863.26,5,0,No
C001797,0,18,Month-to-month,No internet,Yes,Yes,Electronic check,71.61,1192.05,0,0,No
C001798,0,38,Two year,DSL,No,Yes,Mailed check,54.15,1992.36,1,1,No
C001799,0,10,Two year,Fiber optic,No,No,Credit card,88.94,874.29,0,0,No
C001800,0,14,Month-to-month,DSL,No,Yes,Mailed check,18.0,266.48,2,2,No
C001801,0,15,One year,No internet,No,Yes,Credit card,33.63,540.47,2,0,No
C001802,0,52,One year,DSL,Yes,No,Bank transfer,81.46,3772.97,0,1,No
C001803,0,6,One year,No internet,No,Yes,Credit card,70.98,411.06,2,1,No
C001804,1,57,Month-to-month,Fiber optic,No,No,Electronic check,88.85,5356.96,0,0,No
C001805,0,17,Month-to-month,DSL,No,Yes,Bank transfer,56.98,991.84,1,1,No
C001806,0,10,Month-to-month,Fiber optic,No,No,Mailed check,53.15,544.61,0,1,No
C001807,1,50,Month-to-month,Fiber optic,Yes,Yes,Mailed check,85.51,4415.38,3,1,No
C001808,0,34,Month-to-month,Fiber optic,No,No,Credit card,70.35,2485.57,1,0,Yes
C001809,0,16,Two year,Fiber optic,Yes,No,Electronic check,23.72,406.46,0,1,No
C001810,0,66,Two year,No internet,No,No,Mailed check,89.49,5735.87,4,3,No
C001811,0,20,Month-to-month,Fiber optic,Yes,Yes,Electronic check,39.53,681.58,1,0,Yes
C001812,0,25,One year,No internet,Yes,Yes,Credit card,88.03,2250.85,1,2,No
C001813,0,30,Month-to-month,Fiber optic,No,Yes,Credit card,70.93,2035.02,1,2,No
C001814,0,12,Month-to-month,Fiber optic,Yes,Yes,Electronic check,80.51,,1,0,No
C001815,0,29,Month-to-month,No internet,No,Yes,Electronic check,91.41,2642.93,0,0,No
C001816,0,1,Two year,DSL,No,No,Electronic check,41.34,39.26,0,1,No
C001817,0,6,Month-to-month,No internet,No,Yes,Electronic check,82.36,489.21,0,0,Yes
C001818,0,35,One year,No internet,No,Yes,Credit card,64.82,1979.54,1,1,No
C001819,0,18,Two year,No internet,No,No,Credit card,59.99,1106.6,0,1,No
C001820,0,10,Month-to-month,Fiber optic,No,No,Credit card,66.4,657.62,0,1,Yes
